_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63
6473.512879,5511.817486,1029.007775,7156.006987,566.1492736,582.0601344,607.8198746,629.143068,669.6640949,716.6707752,776.1063072,852.0211265,883.348742,926.5246894,946.7866708,957.030825,943.2041136,908.8041593,839.4343333,751.0958661,640.4974629,512.3719352,342.6674773,165.2392205,109.658561,284.8508382,457.7619469,629.7086628,797.3318004,858.8044015,807.7456283,592.9123038,8426.043556,595.2789262,866.2251439,931.2792277,894.0833294,751.7825483,609.8278446,474.9663146,335.8154255,361.5535922,457.770685,575.0426071,647.2163471,685.0788276,693.2452668,689.1944573,621.7531665,540.8807632,479.2661056,399.8462204,324.4456811,261.5434954,182.4390309,129.0155029,76.69419796,20,89.05054744,87.59566199,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,600.7611838,624.9455976,657.3431372,681.3024292,717.8774269,763.2168761,808.6383617,875.1982633,889.7061313,907.5753412,922.8353049,949.1812261,949.1812261,873.0200456,839.6153881,744.5710174,617.9919093,469.3591375,303.4880558,136.341483,99.84988733,281.5137652,482.3795186,659.7613205,769.8844069,881.1719469,829.5257681,567.4028551,8426.043556,567.1684053,876.1877653,959.575948,888.6990492,787.5239679,658.1945001,527.3708373,527.3708373,450.8769233,528.3937925,628.7837466,714.9132815,754.1153758,764.2512676,699.6291875,626.1150054,577.6028047,464.2843956,370.3741352,290.9467305,219.1004336,167.2602762,97.73944956,33.95585369,41.72529209,107.3312629,120.6689687,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,598.3059418,611.0204579,642.0038941,649.6468271,690.0876756,726.8232247,781.8260676,843.1429298,855.0146198,895.3580289,910.6640434,931.2282212,899.0506104,870.7910197,830.0295175,746.7616755,636.9686021,497.8533921,344.3617284,171.6420694,82.29216245,235.7328997,431.3930922,598.7428496,734.6053362,840.6485591,805.7902953,565.3149565,8426.043556,572.5032751,872.6431115,948.3722898,894.2175351,776.8790125,657.2252278,555.7571412,452.1338297,459.156836,532.1888762,618.767323,700.6083071,734.155978,742.4082435,706.0679854,641.2815294,580.6694412,472.3663832,381.4341359,290.7129168,225.0355527,161.4465856,101.7103731,28.60069929,65.11528238,120.3079382,140.1285124,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,579.0276332,597.6520727,628.5379861,651.627194,700.1864038,751.8038308,798.4967126,869.3474564,878.179936,910.0137362,930.9457557,940.7964711,912.7814634,884.8276668,835.4400038,749.5331881,646.777396,503.2544088,347.0057636,194.1648784,118.6802427,247.3418687,416.9232543,589.2138831,701.4627574,789.4004054,755.7651752,532.1672669,8426.043556,527.2191195,795.5658364,875.8641447,816.99082,697.108313,565.3503339,439.4507936,362.9325006,405.2468384,497.5309036,608.6583607,711.4899859,752.3961722,750.0946607,695.9489924,633.22192,598.2056503,487.5910171,404.0792002,328.5909311,265.2112366,220.730605,175.8408371,121.3342491,43.46262762,30.47950131,65.37583651,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,613.0130504,623.10593,647.3855111,669.8805864,707.3132262,751.3221679,804.005597,873.277161,881.2474113,920.9603683,938.4226127,966.6405744,922.5529795,897.8429707,860.5788749,766.5174492,654.4898777,500.6845314,351.0911563,195.4788991,112.6099463,255.007843,448.7939394,621.3026638,729.5765895,836.4364889,823.6510183,556.0188846,8426.043556,570.0614002,887.3601298,952.6730814,888.7187407,798.1641435,639.1752498,506.518509,389.2351474,366.4805588,437.5351414,540.0231477,648.1242165,704.1832148,732.7987445,662.9509786,627.1467133,587.9268662,491.6879091,400.005,327.0061162,254.4425279,208.5209822,161.4465856,99.08582139,20.61552813,64.35060217,104.938077,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,627.3962066,629.3623757,640.0664028,665.8055272,698.6272253,744.4602071,819.4589679,900.8135212,919.4003481,961.634026,994.9336661,995.0376877,984.3154982,951.3832036,886.8038114,788.2264903,652.5657055,527.1479868,359.2352989,162.788206,126.7517258,289.3803725,472.2711086,645.7011693,782.7362263,860.5562155,833.9688244,592.6634796,8426.043556,599.8949908,889.7302962,959.5050808,919.0544054,805.5886047,672.0505933,529.1143544,421.7416271,415.8232798,480.4768465,591.0033841,656.0647834,712.1011164,706.5550226,689.0602296,627.9530237,550.872036,475.8875918,394.391937,323.2104578,243.9057195,175.0342824,96.5194281,42.01190308,4.472135955,58.46366393,86.45229899,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,635.4163989,639.8101281,658.8535497,691.7224877,730.0205477,774.4062241,843.8068499,921.6555756,945.7970184,988.5797894,1009.834145,1006.052186,974.3849342,944.8978781,874.2179362,773.8552836,647.1730835,497.3047355,326.4429506,145.2480637,139.7032569,317.1513834,514.7581957,687.6350776,808.9907292,884.7078614,858.6058467,602.7835432,8426.043556,600.3332408,890.3033191,948.6163608,896.6526641,787.6858511,787.6858511,525.1980579,448.0647275,454.9131785,550.5569907,638.6587508,702.0498558,746.4991628,745.4347725,703.9616467,644.5564366,561.9439474,470.5114239,382.3820079,295.9898647,222.6858774,136.3561513,70.77428912,13,18.97366596,84.21995013,117.9915251,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,628.0668754,618.8578189,628.0668754,655.6409078,705.3715333,744.3869961,832.0636995,889.4593864,925.3653333,960.4634298,994.1574322,1007.670581,989.721678,943.2136555,871.5790268,778.0751892,635.1393548,516.0852643,350.5153349,155.241747,92.44457799,304.6473371,479.5216366,663.471175,821.5120206,821.5120206,839.4456504,592.2946902,8426.043556,601.6120012,901.0438391,961.0187303,942.1873487,804.9254624,681.7448203,571.5260274,475.5901597,483.1769862,566.762737,655.6645484,707.9901129,743.2664394,731.9760925,738.7083322,673.2443836,579.9120623,498.6060569,407.2210702,321.4000622,219.544984,120.4159458,50.60632372,20.09975124,62.17716623,113.6353818,159.6245595,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,598.3243268,594.0412444,617.9012866,655.3060354,721.3889381,790.833105,861.4000232,948.481945,961.6652224,1012.106714,1032.10949,1022.432883,1004.025896,973.9738189,887.1189323,794.8194764,663.7544727,530.2009053,359.2130287,181.8350901,131.0343466,301.0863663,477.7624933,647.1723109,782.0613787,859.4800754,826.7587314,584.6246659,8426.043556,589.8042048,858.037878,921.2708614,858.8177921,750.006,613.2087736,485.8158087,392.1861803,427.6564041,533.2504102,639.5779859,701.9009902,749.006008,757.9294162,750.2666193,684.9233534,588.7588641,510.3302852,422.6061997,341.063044,263.3514762,166.0120478,89.06739022,32.75667871,23.2594067,86.14522622,134.0820644,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,408.0318615,403.2431029,418.0574123,442.142511,504.0089285,548.512534,619.2422789,663.0271488,695.7506737,718.5332282,741.7007483,759.4530927,745.8820282,718.7767386,687.5929028,617.8195529,530.0235844,422.234532,293.625612,160.3527362,57.28001397,159.5305613,290.0827468,416.557319,540.3794963,600.053331,583.2272284,407.9730383,8426.043556,408.7175064,614.4761997,649.4074222,626.5564619,524.4902287,417.6278247,318.9435687,247.0728637,266.7901797,347.3816345,437.7784828,508.4692714,553.675898,552.6608363,541.1330705,493.87954,466.9646668,393.3573439,336.8798005,278.1528357,228.9737976,169.7792685,128.0351514,79.32212806,43.27817002,70.51950085,115.4339638,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,411.2383737,415.7811925,431.0510411,465.0215049,499.5768209,554.9099026,608.5203366,678.8357681,704.0809613,741.9029586,770.9539545,778.699557,772.6066269,748.4276852,702.2848425,627.5388434,528.0956353,406.995086,277.8524788,127.4048665,35.73513677,189.1692364,336.0133926,469.4187896,561.2388084,636.6576788,610.0303271,429.4240329,8426.043556,424.4549446,653.9143675,704.4096819,651.8910952,568.0712983,448.3179675,343.0481016,262.4061737,275.0290894,349.4066399,436.8626787,504.6028141,555,561.6342226,539.2559689,504.3857651,463.7779641,385.4062791,325.861934,267.5556017,209.8975941,166.7842918,116.9016681,71.30918594,41.61730409,62.42595614,100.3444069,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,482.3463486,461.7152802,456.3266374,467.2312061,515.9234439,567.5323779,633.0505509,683.4266603,721.2336653,754.8410429,790.2050367,815.596101,801.6483019,773.450063,730.9240727,655.6157411,548.6209985,427.948595,272.2370291,124.036285,21.63330765,180.346888,329.611893,465.1591126,578.760745,647.2225274,623.856554,434.9942528,8426.043556,436.285457,654.0496923,696.5701688,659.0690404,548.9061851,439.3961766,319.249119,239.0188277,257.4198905,351.4114398,449.9788884,517.5345399,555.4790725,577.0207969,551.4607874,508.5518656,469.7658991,400.9301685,337.0178037,281.0551547,226.373585,176.7088,126.1467399,68.9492567,34.6554469,87.23531395,148.946299,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,397.2266356,404.3191808,424.9235225,452.8509689,497.829288,547.5563898,604.2135384,675.2962313,698.1761955,731.3795184,757.3433831,777.406586,756.0423269,740.2276677,702.342509,629.257499,534.552149,419.8880803,289.5582843,136.1910423,33.28663395,186.6976165,332.5327052,476.1774879,561.4712815,646.0913248,627.0829291,431.6225203,8426.043556,431.5669125,654.9938931,699.0064377,656.5972891,570.4962752,455.1856764,364.1977485,290.6303494,306.7898303,390.6161799,466.177005,540.940847,580.9414773,595.1546018,562.2677298,534.2106326,497.6394277,408.6783576,343.5956926,273.5854528,215.7521726,162.3083485,103.247276,61.03277808,45.17742799,81.15417426,111.1575459,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,444.3422105,420.686344,412.8195732,452.4179484,496.0493927,566.4141594,619.4650918,686.2339251,718.8915078,754.5256788,775.8872341,789.582168,769.8960969,753.9423055,720.1840043,645.1573451,550.4080305,417.4266403,297.397041,148.6606875,15.62049935,166.4331698,317.8443015,459.9869563,543.2973403,645.1550201,626.7000878,428.5335459,8426.043556,431.0197211,657.827485,719.7117479,639.8476381,577.8797453,453.7895988,336.4000595,251.6445906,262.2460677,340.2704806,445.6242812,530.2499411,582.2198897,605.6475873,558.6161473,543.4822904,500.8991915,415.5779109,345.7426789,286.2953021,222.8474815,183.5755975,127.4048665,81.32035416,66.48308055,105.0047618,161.0124219,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,414.6094548,390.6008193,381.4144727,427.5418108,487.9969262,556.5554779,616.3318911,683.5883264,713.5993274,750.5651204,779.8031803,801.3245285,784.3678984,762.696532,737.9329238,664.9488702,580.2352971,463.2278057,329.523899,179.6106901,37.69615365,124.6635472,272.5233935,421.2030389,520.0038461,602.6250907,594.377826,415.8172676,8426.043556,422.4618326,635.8309524,686.056849,637.8777312,535.2102391,407.569626,292.4175097,198.2246201,227.0198229,325.3997541,426.0187789,523.025812,578.9343659,599.6415596,574.4649685,541.2152991,513.9970817,444.0146394,373.9358234,312.0320496,263.0684322,211.2557692,152.1085139,98.59513173,55.36244214,82.0548597,145.0965196,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,376.8726575,381.0118108,398.5599077,433.7672187,480.6349966,543.4059256,604.5800195,682.132685,716.7147271,743.7775205,770.0194803,803.2932217,793.3939753,775.1180555,740.3485666,664.8044825,572.3495435,450.6273405,323.2104578,166.9730517,7.211102551,153.4828981,315.526544,457.0962699,555.5690776,639.8476381,620.4941579,428.7528426,8426.043556,446.9474242,660.4755862,722.3883997,663.7175604,589.8754106,455.0340647,315.7293144,220.0454499,225.2110122,317.5862088,417.652966,503.7588709,564.9256588,574.4153549,549.8508889,523.8511239,497.1448481,422.2665035,363.0881436,301.0066444,246.9817807,198.9170681,142.7620398,99.90495483,61.07372594,79.75587753,105.7591604,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,385.1700923,391.9004976,407.5389552,446.024663,490.7504457,556.596802,610.265516,684.0095029,719.9694438,757.0812374,793.4790482,814.2290832,801.2796016,785.7563236,756.0449722,675.2962313,577.3465164,444.4434722,302.4830574,142.4675402,29.42787794,171.7352614,345.8005205,483.679646,564.6538763,658.3008431,644.6588245,435.0563182,8426.043556,442.8317965,674.7658853,720.9840498,641.3493588,572.1276081,428.8029851,310.5865419,224.9644416,233.9444378,315.42511,424.1238027,507.2928149,559.2253571,588.0688735,537.2383084,506.4010269,475.6732071,397.4581739,331.8026522,271.1180555,220.809873,180.4993075,126.1427762,80.13114251,39.56008089,81.74350127,108.0740487,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,410.7858323,424.3229902,446.7572048,483.8026457,515.0242713,578.3355427,627.0964838,695.9554583,714.7866815,757.9564631,786.470597,794.0913046,791.8648875,761.8044368,723.6905416,652.5802633,549.9790905,418.4029159,294.1700189,137.1860051,38.32753579,38.32753579,339.2005307,472.6192971,557.2288578,644.6859701,613.7654275,423.8171776,8426.043556,429.920923,635.9284551,697.5743688,634.315379,561.2708793,446.5781007,343.944763,280.8647361,302.4433831,388.9897171,487.8903565,549.8454328,593.8560432,614.8593335,570.8169584,555.3710471,499.0160318,428.1973844,354.5645216,287.0209052,232.2068044,177.7920133,124.3261839,80.95677859,59.93329626,81.25269226,98.12746812,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,403.4216157,419.3149175,445.5827645,474.2088148,526.3962386,573.9982578,629.2861035,686.6804206,717.3464993,754.2744858,784.8885271,800.1862283,781.5375871,752.2153947,721.0006935,650.1107598,546.527218,418.7278352,283.8097955,134.3502884,30.41381265,170.6604817,322.2623155,458.6610949,535.2018311,618.4181433,603.5180196,415.1011925,8426.043556,418.7851478,643.1205175,685.8994095,631.838587,554.9099026,444.0112611,349.0229219,282.453536,304.4289737,375.1586331,463.0010799,553.3190761,591.4025702,603.1956565,562.4091038,536.4112229,512.3377792,409.6632764,352.8356558,296.0439157,243.298171,187.6725872,138.4521578,98.00510191,75.95393341,104.560987,119.7747887,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,384.5958918,397.2165656,421.0997507,455.1098768,510.2205406,568.3044958,631.3192536,700.8138126,729.2544138,769.5115334,792.0763852,794.8364612,787.7563075,758.4517124,702.086177,626.6713652,527.6911976,427.4634487,296.9393878,153.2220611,36.61966685,166.0481858,302.2747095,431.7001274,505.2019398,576.576968,547.2202482,386.5565935,8426.043556,396.2751569,574.105391,619.8040013,569.4646609,498.8566928,388.2022669,297.195222,258.3679547,299.2858166,398.5398349,485.6686113,546.5281329,584.2003081,597.2177157,584.6545989,554.9234181,505.4601864,452.3549491,394.2714801,335.5145302,277.2183255,216.3007166,157.2895419,113.4416149,75.82216035,76.6093989,88.39117603,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,415.8004329,424.0848972,445.8990917,474.8831435,526.0665357,575.5866572,632.9462852,709.3553411,731.6645406,775.7041962,803.6740633,805.4495639,803.6777961,770.3220106,705.2035167,626.0007987,525.8944761,424.1568106,299.9083193,155.4252232,40.44749683,162.9355701,303.7103884,425.3680759,511.4000391,569.4646609,547.1608539,391.1534226,8426.043556,390.7492802,574.6042116,628.1154353,595.61229,520.8397066,417.8085686,319.2146613,270.2369331,310.4400103,392.5633707,477.0545042,528.531929,571.1689767,571.7219604,580.2352971,545.7783433,505.3394898,460.4096002,412.7529527,360.8462276,305.7973185,243.1008021,187.2671888,136.458785,104.4030651,88.6171541,93.40770846,10277,35858.50951,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,432.9214709,442.3980108,463.1857079,502.7573968,502.7573968,612.8360303,683.5034748,774.7264033,808.228928,852.7139028,874.6485008,872.2499642,862.4505783,817.064257,736.8106948,649.2149105,536.530521,432.5667579,290.800619,132.3820229,68.60029154,193.8298223,324.2298567,448.829589,550.6114783,593.1239331,558.3296517,396.3432855,8426.043556,398.1281201,576.8994713,618.8093406,607.4742793,526.6953579,446.8165172,370.3241823,336.5947118,369.7093453,434.4605851,510.5330548,546.9451526,577.4599553,570.4261565,580.8485173,542.7936993,483.3435631,464.1400651,413.01937,360.8392994,319.3775196,243.8954694,190.4127097,142.0140838,116.211015,95.4253635,98.47842403,10277,35753.26648,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,499.001002,476.4955404,458.6610949,520.6966487,609.3701666,688.9412167,765.7910942,855.8983585,887.3871759,917.6459012,933.1345026,949.8615689,916.651515,855.7178273,802.237496,700.4462863,573.0619513,435.7728766,286.7821473,286.7821473,98.61541462,218.8264152,369.3629651,488.7617006,575.4598161,631.7610308,607.704698,411.0048662,8426.043556,398.6000502,603.6969438,642.7207792,596.9128915,521.1564065,422.4795853,339.6498197,311.4498354,346.5616828,422.9349832,504.7771786,588.2601465,603.6795508,601.8413412,564.213612,525.4807323,502.362419,415.289056,349.5168093,293.3837078,263.0589288,225.1976909,183.9619526,130.1153335,61.68468205,28.7923601,74.54528825,10277,35649.55113,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,302.1671723,329.388828,378.6132591,457.4756824,570.2674811,680.4248673,790.9589117,892.9322483,943.5263642,997.8877692,1018.788005,1047.00382,1012.618882,965.9218395,896.8416806,788.3412966,649.5690879,501.5276662,319.0250774,121.6552506,56.30275304,236.5459786,401.2443146,550.6623285,646.7712115,711.2945944,674.4271643,451.0310411,8426.043556,447.1263803,667.6833082,716.5479747,647.8402581,545.6051686,429.7278208,312.525199,254.8489749,307.2783754,401.3601874,494.3703066,580.6548028,619.8144884,635.0590524,594.8285467,540.8807632,504.3659386,413.1646161,343.0364412,269.8184575,219.6724835,168.5734261,110.059075,66.73080248,74.09453421,123.685084,131.0343466,10277,35649.55113,128,0
6473.512879,5511.817486,1029.007775,7156.006987,264.9849052,288.669361,341.2828739,431.3942512,556.2490449,675.7403347,798.2581036,911.1586031,968.7455806,1016.225369,1055.596987,1074.209011,1042.615941,1003.861544,936.2499666,817.0495701,681.1416886,508.4338698,326.46133,128.5145906,62.43396512,256.2225595,435.9839447,586.9412236,697.2201948,771.6637869,739.5201147,497.8554007,8426.043556,491.5221256,736.1066499,788.4376957,720.4470834,601.2071191,470.0521248,338.7535978,250.0599928,293.7158491,407.7070026,520.6803242,611.5717456,665.3908626,680.6239784,632.6531435,590.8510811,552.2318354,440.8049455,363.494154,292.8822289,224.4749429,149.4121816,82.09750301,71.58910532,131.3659012,193.494186,208.7342808,10277,35547.37684,128,7488.47174
6473.512879,5511.817486,1029.007775,7156.006987,325.5718047,353.4119409,403.7672597,478.3022057,583.2272284,683.169086,791.8592047,881.5151729,915.5992573,958.4117069,978.195277,990.1903857,947.2871793,886.9554668,814.420653,712.0849668,570.7065796,421.3430906,257.8565493,101.7889974,116.1808934,274.5214017,425.376304,552.6119796,638.6086439,701.6224056,648.9144782,429.9593004,8426.043556,409.2004399,618.9935379,644.1839799,561.8620827,471.0594442,378.6515549,308.3018002,333.6345306,426.6907545,546.6671748,629.8650649,709.552676,740.3735544,731.0061559,681.8401572,619.3109074,581.5788854,460.5442433,382.049735,297.2423254,216.7071757,163.2482772,85.37564055,73.02739212,139.1294361,201.6134916,216.8363438,10277,35649.55113,128,7488.47174
